"county_group","county_Deaths","county_Births","county_Mortality_rate","county_HC01_VC03","county_HC01_VC04","county_HC01_VC05","county_HC01_VC07","county_HC01_VC09","county_HC03_VC12_unemp_pct","county_HC01_VC74","county_HC01_VC85_inc_med","county_HC01_VC86_inc_mean","county_HC01_VC103","county_HC01_VC118","county_HC01_VC130","county_HC01_VC131_hc","county_HC03_VC131_hc_pct","county_HC01_VC132_hc_priv","county_HC03_VC132_hc_priv_pct","county_HC01_VC133_hc_pub","county_HC03_VC133_hc_pub_pct","county_HC01_VC134_nohc","county_HC03_VC134_nohc_pct","county_HC01_VC161_bpl","county_HC03_VC161_bpl_pct","county_HC01_VC162_bpl_18","county_HC03_VC162_bpl_18_pct","county_HC01_VC163_bpl_5","county_HC03_VC163_bpl_5_pct"
"Galveston County, TX",20,4218,4.74158368895211,240082,155921,155269,11588,84161,7.46317680927938,113866,62313,83685,77609,31585,303734,254676,83.8483673214062,206701,68.0532966345552,77767,25.603653196547,49058,16.1516326785938,8071.336,10.4,12495.049,16.1,10011.561,12.9
"Genesee County, MI",43,4761,9.03171602604495,329094,186456,186341,24591,142638,13.1967736568978,165268,42327,56528,106647,22957,413289,378331,91.5415121137993,262504,63.5158448446487,181557,43.9297924696762,34958,8.4584878862007,17596.755,16.5,29541.219,27.7,37753.038,35.4
"Gloucester County, NJ",10,2935,3.40715502555366,231169,156121,156035,14400,75048,9.22869868939661,104268,76727,92613,75337,34025,288920,267338,92.5301121417694,225367,78.0032534957774,75617,26.1722968295722,21582,7.46988785823065,4143.535,5.5,6704.993,8.9,7835.048,10.4
"Greene County, MO",32,3565,8.97615708274895,229866,145387,145206,9899,84479,6.81721140999683,117732,41227,56579,69698,24097,279368,239550,85.7471149165259,188782,67.5746685375562,82428,29.5051688095988,39818,14.2528850834741,9060.74,13,14706.278,21.1,15891.144,22.8
"Greenville County, SC",32,6429,4.97744594804791,375054,238321,237964,18154,136733,7.62888504143484,179862,50540,69209,120620,27200,470429,401851,85.4222422512218,314004,66.7484360020322,138002,29.3353513495129,68578,14.5777577487782,14233.16,11.8,23159.04,19.2,21832.22,18.1
"Guilford County, NC",45,6096,7.38188976377953,404441,259279,258863,22723,145162,8.77800226374569,199540,45651,66129,126562,26762,502863,430647,85.639030909015,328562,65.3382730485241,150827,29.9936563238894,72216,14.360969090985,16453.06,13,26578.02,21,30881.128,24.4
"Gwinnett County, GA",78,11519,6.77142113030645,645209,448414,447728,37166,196795,8.30102204910124,274017,60289,77206,209434,25831,854130,685291,80.2326343765001,557037,65.2168873590671,186291,21.8106143092972,168839,19.7673656234999,23666.042,11.3,33509.44,16,27645.288,13.2
"Hamilton County, IN",20,3867,5.17196793379881,219844,161349,161119,6929,58495,4.30054804213035,108253,86222,112303,80098,41316,295067,275455,93.3533739794691,255042,86.4352841896925,43762,14.8312078273748,19612,6.64662602053093,2803.43,3.5,4084.998,5.1,2723.332,3.4
"Hamilton County, OH",103,10976,9.38411078717201,637482,420806,420681,37126,216676,8.82521435481992,331638,49013,71723,194047,30360,796192,719733,90.3969143121257,542229,68.1027943008721,260527,32.721629958603,76459,9.60308568787428,26778.486,13.8,44242.716,22.8,49481.985,25.5
"Hamilton County, TN",31,4287,7.23116398413809,282160,177132,176911,14093,105028,7.96615247214701,136319,48248,67670,88629,27518,344364,304937,88.5507776654935,235248,68.3137610203157,113305,32.9026843688655,39427,11.4492223345065,10015.077,11.3,16839.51,19,18080.316,20.4
"Hampden County, MA",27,5134,5.25905726529022,374641,236748,236325,23583,137893,9.97905426848619,176900,50461,67900,115651,26560,462556,444302,96.0536670154533,289877,62.6685201359403,214760,46.4289729243594,18254,3.94633298454674,15959.838,13.8,26831.032,23.2,30416.213,26.3
"Harris County, TX",416,73478,5.66155856174637,3291654,2251934,2250578,168689,1039720,7.49536341330983,1499528,54457,81214,1024967,29047,4335831,3315580,76.4693088821958,2373799,54.7484207756252,1190695,27.4617483937912,1020251,23.5306911178042,152720.083,14.9,222417.839,21.7,200893.532,19.6
"Hartford County, CT",57,9252,6.16083009079118,724002,485454,485031,45312,238548,9.3420832895217,346362,66395,89684,227097,35611,881615,821056,93.1309018108812,628186,71.2540054332106,294158,33.3658116071074,60559,6.86909818911883,20211.633,8.9,32020.677,14.1,28387.125,12.5
"Hennepin County, MN",94,16847,5.57962842049029,957644,692127,691752,41428,265517,5.98885149591183,490196,65834,92879,283946,38724,1188371,1095521,92.1867834203292,895890,75.3880732532181,323909,27.2565554023112,92850,7.81321657967083,22999.626,8.1,39184.548,13.8,34925.358,12.3
"Henrico County, VA",34,3997,8.50637978483863,252172,176899,176723,11846,75273,6.7031456007424,124589,61934,83275,79485,33634,316845,283074,89.341476116082,240912,76.034654168442,77409,24.4311887515978,33771,10.658523883918,6438.285,8.1,10412.535,13.1,13273.995,16.7
"Hidalgo County, TX",76,16086,4.72460524679846,571313,330963,330701,32671,240350,9.87931696608114,224021,34782,50757,183335,14689,811347,529686,65.2847671834616,264244,32.5685557474176,302425,37.2744337502943,281661,34.7152328165384,54817.165,29.9,72783.995,39.7,66367.27,36.2
"Hillsborough County, FL",143,17568,8.13979963570127,1034849,674247,668998,60021,360602,8.97177570037579,486078,50579,71190,309914,27764,1290830,1080108,83.6754646235368,789942,61.1964395001666,401197,31.080545075649,210722,16.3245353764632,39359.078,12.7,58263.832,18.8,56404.348,18.2
"Hillsborough County, NH",20,4178,4.78697941598851,325544,228863,228742,13527,96681,5.91364943910607,155208,71244,89871,104048,35242,400028,364651,91.1563690541662,306810,76.6971312008159,100609,25.1504894657374,35377,8.84363094583379,6034.784,5.8,10092.656,9.7,11549.328,11.1
"Honolulu County, HI",72,13265,5.42781756502073,792760,523197,482523,27042,269563,5.60429243787343,309602,74460,92649,217945,31041,933710,886624,94.9571065962665,739398,79.1892557646378,280561,30.047980636386,47086,5.04289340373349,14166.425,6.5,20486.83,9.4,15909.985,7.3
"Horry County, SC",19,3176,5.9823677581864,239962,141715,141542,12381,98247,8.74722697149963,118738,43299,56767,76523,24094,289466,233430,80.6415952132547,170190,58.7944698168351,110890,38.3084714612424,56036,19.3584047867452,10024.513,13.1,18977.704,24.8,18059.428,23.6
"Howard County, MD",26,3564,7.29517396184063,238290,172916,171759,8481,65374,4.93773252056661,108555,110238,132751,80937,48104,301598,283478,93.9920025994867,255333,84.6600441647491,58334,19.341640196553,18120,6.00799740051327,3075.606,3.8,4370.598,5.4,3237.48,4
"Hudson County, NJ",32,10437,3.06601513844975,541254,374420,374293,34687,166834,9.26733868920872,249584,59741,84741,154599,33185,659054,530909,80.5562214932312,372533,56.5254136990292,195129,29.6074373268351,128145,19.4437785067688,23189.85,15,34166.379,22.1,23344.449,15.1
"Ingham County, MI",25,3262,7.66400980993256,232336,146383,146295,13204,85953,9.02559896100345,110418,45679,63245,60967,25436,281784,258159,91.6159185759305,204937,72.7284018964881,88259,31.3215086733101,23625,8.3840814240695,8413.446,13.8,13717.575,22.5,15790.453,25.9
"Jackson County, MO",54,9348,5.77663671373556,533825,353183,353010,26735,180642,7.57343984589672,274485,46869,63886,162706,26629,674244,575764,85.3940116634334,445293,66.0433018313845,200431,29.7267754700079,98480,14.6059883365666,21965.31,13.5,36934.262,22.7,40188.382,24.7
"Jefferson County, AL",91,8792,10.3503184713376,523210,323045,322632,29430,200165,9.12184780182995,260929,45610,66801,166460,27240,651597,574418,88.1554089414162,434370,66.6623695320881,216147,33.1718838484523,77179,11.8445910585838,24969,15,39284.56,23.6,36787.66,22.1
"Jefferson County, CO",17,5882,2.89017341040462,449317,313044,312852,18462,136273,5.90119289632158,222892,70164,89899,144412,37065,545981,494781,90.6223842954242,420961,77.1017672776159,132267,24.2255682890064,51200,9.3776157045758,7942.66,5.5,13574.728,9.4,11986.196,8.3
"Jefferson County, KY",60,10147,5.9130777569725,602071,395319,394720,33210,206752,8.41355897851642,306915,48695,68917,185758,28822,747569,668296,89.3958952284003,517246,69.1904024912751,247669,33.129918442311,79273,10.6041047715997,21919.444,11.8,36965.842,19.9,35851.294,19.3
"Jefferson County, TX",28,3783,7.40153317472905,199717,113314,113186,9983,86403,8.81999540579224,93495,43540,61977,59419,24154,239027,186088,77.8522928372109,130833,54.7356574780255,79092,33.0891489245985,52939,22.1477071627891,9625.878,16.2,14617.074,24.6,15330.102,25.8
"Jefferson Parish, LA",41,6082,6.74120355146333,350277,226079,225344,14998,124198,6.65560210167566,168104,47947,66801,106320,27127,431764,360982,83.6063219721885,253140,58.6292511649883,148053,34.2902604200443,70782,16.3936780278115,13821.6,13,22539.84,21.2,21689.28,20.4
"Johnson County, KS",36,7541,4.77390266542899,437103,317113,316811,14279,119990,4.50710360435717,219735,76113,102246,149562,40331,562538,521845,92.7661775737817,472621,84.0158353746769,106393,18.9130334306305,40693,7.23382242621832,5982.48,4,8973.72,6,8525.034,5.7
"Kalamazoo County, MI",20,3160,6.32911392405063,206012,135249,135142,12333,70763,9.12595640141481,100341,47476,65805,60438,26416,254844,232774,91.3398000345309,187029,73.3896030512784,78902,30.9609015711573,22070,8.66019996546907,6769.056,11.2,11060.154,18.3,15593.004,25.8
"Kane County, IL",31,6688,4.63516746411483,397542,276637,276540,21010,120905,7.59745425616547,172479,70696,91851,128926,31056,521685,459275,88.036842155707,357026,68.4370836807652,147002,28.1783068326672,62410,11.963157844293,10829.784,8.4,17533.936,13.6,12763.674,9.9
"Kent County, MI",58,8842,6.55960190002262,481956,331133,330899,25391,150823,7.6733383902641,232961,53063,70755,154417,27032,618639,560280,90.5665501205065,446615,72.1931530343221,183893,29.7254133670848,58359,9.43344987949353,16059.368,10.4,26405.307,17.1,24706.72,16
"Kern County, CA",94,13768,6.8274259151656,637913,376504,374732,47438,261409,12.6591804276123,259700,49026,65917,196097,20644,836745,703042,84.0210577894102,433132,51.763918517589,335389,40.0825819096618,133703,15.9789422105898,38042.818,19.4,54122.772,27.6,46671.086,23.8
"King County, WA",92,25487,3.60968336799153,1662833,1155495,1152753,73152,507338,6.34585206024187,819651,75302,101859,488006,41664,2032142,1834387,90.2686426440672,1539435,75.7543026028693,485388,23.8855355580466,197755,9.7313573559328,34160.42,7,52216.642,10.7,48312.594,9.9
"Kings County, NY",164,41599,3.94240246159763,2051603,1297832,1297115,129667,753771,9.99656930958319,931786,48201,71957,585894,26774,2585048,2274398,87.9828150192956,1329357,51.4248478171392,1121697,43.3917281226499,310650,12.0171849807044,114835.224,19.6,157605.486,26.9,127138.998,21.7
"Kitsap County, WA",24,3058,7.8482668410726,207638,129200,117176,9431,78438,8.04857650030723,97739,62941,79829,65501,32063,241615,220424,91.2294352585725,181523,75.1290275852079,79505,32.9056556919065,21191,8.77056474142748,4585.07,7,7925.621,12.1,10807.665,16.5
"Knox County, TN",39,5359,7.2774771412577,359557,230583,230298,15045,128974,6.5328400594013,180729,48701,68276,110486,28337,440820,393878,89.3512091102944,313525,71.1231341590672,129783,29.4412685449843,46942,10.6487908897055,12042.974,10.9,20439.91,18.5,21986.714,19.9
"Lake County, FL",30,3184,9.42211055276382,255440,134865,134718,13076,120575,9.7062011015603,119251,46403,60590,82497,24236,307095,263302,85.7395919829369,192463,62.6721372865074,127048,41.3709112815253,43793,14.2604080170631,8167.203,9.9,14931.957,18.1,14519.472,17.6
"Lake County, IL",36,7718,4.66442083441306,543597,378547,368176,29217,165050,7.93560688366433,242426,78026,111565,179321,39299,687664,618737,89.9766455710929,507476,73.7970869494404,174131,25.3221049815026,68927,10.0233544289071,13269.754,7.4,20083.952,11.2,22056.483,12.3
"Lake County, IN",42,5925,7.08860759493671,384151,237463,237413,24990,146688,10.5259610889041,183314,50135,64295,123259,24756,488067,421424,86.3455222336278,316022,64.7497167397099,161685,33.1276238713127,66643,13.6544777663722,17502.778,14.2,28842.606,23.4,28596.088,23.2
"Lancaster County, NE",27,4069,6.63553698697469,236077,169854,169432,8566,66223,5.05571556730724,117667,51830,68815,70549,27764,293703,265225,90.3038103117775,225723,76.8541690074667,70921,24.1471826981679,28478,9.69618968822246,6561.057,9.3,11146.742,15.8,15026.937,21.3
"Lancaster County, PA",42,7263,5.78273440726972,416312,276771,276565,16964,139541,6.13382025925189,195330,57721,72224,137133,27158,523210,456956,87.3370157298217,369580,70.6370291087709,154487,29.5267674547505,66254,12.6629842701783,10010.709,7.3,17004.492,12.4,17141.625,12.5
"Lane County, OR",20,3607,5.54477405045744,296467,175986,175887,17397,120481,9.8910095686435,146235,44103,59734,86645,24960,355540,312099,87.7816841986837,232479,65.3875794566012,131688,37.0388704505822,43441,12.2183158013163,10224.11,11.8,17848.87,20.6,23480.795,27.1
"Larimer County, CO",12,3485,3.44332855093257,259993,176103,175790,11779,83890,6.70060868081233,125138,59805,78071,78216,31304,315783,285214,90.3196182188401,239006,75.686784912424,80552,25.5086562607867,30569,9.68038178115985,5005.824,6.4,8290.896,10.6,8916.624,11.4
"Lee County, FL",42,6777,6.19743249225321,552379,292967,292753,29674,259412,10.1361898938696,252287,48537,68651,165635,28010,658174,535624,81.3803036886902,378942,57.5747446723815,272546,41.4094145317196,122550,18.6196963113098,18385.485,11.1,35777.16,21.6,26998.505,16.3
"Lehigh County, PA",23,4193,5.48533269735273,284482,186286,186205,15757,98196,8.46217878145055,133960,56117,74253,89871,28688,351921,316900,90.048618866166,246203,69.9597352814978,115372,32.7834940228063,35021,9.95138113383401,8717.487,9.7,15008.457,16.7,15997.038,17.8
"Leon County, FL",21,3047,6.89202494256646,235024,157227,157057,16719,77797,10.6451797754955,110834,46745,65839,60921,26522,279510,246821,88.3048907015849,206921,74.0299094844549,67257,24.0624664591607,32689,11.6951092984151,6640.389,10.9,9808.281,16.1,9625.518,15.8
"Lexington County, SC",27,3201,8.4348641049672,216261,143346,142835,10730,72915,7.51216438547975,106637,53857,68528,72498,27248,270767,236630,87.3924813585112,190584,70.3867162541964,79321,29.2949288502661,34137,12.6075186414888,7612.29,10.5,12542.154,17.3,13412.13,18.5
"Lorain County, OH",19,3390,5.6047197640118,241620,151974,151906,13437,89646,8.84560188537648,117298,52457,67743,79771,26804,296570,272421,91.8572343797417,212278,71.5777050949186,101489,34.2209259196817,24149,8.14276562025829,8695.039,10.9,15555.345,19.5,17629.391,22.1
"Los Angeles County, CA",510,124641,4.09175151033769,7997089,5153776,5150589,515124,2843313,10.0012639331152,3263069,56196,82941,2186485,28337,9968960,8134459,81.5978697878214,5479225,54.9628547009919,3276323,32.865243716496,1834501,18.4021302121786,312667.355,14.3,463534.82,21.2,376075.42,17.2
"Loudoun County, VA",24,5307,4.52232899943471,256779,195481,194311,7837,61298,4.03322508761727,113432,123453,143939,87905,47495,349284,321443,92.0291224333207,303361,86.8522463095933,41373,11.8450888102518,27841,7.97087756667926,2285.53,2.6,2900.865,3.3,3340.39,3.8
"Lubbock County, TX",12,4113,2.91757840991977,227430,150911,150794,9301,76519,6.16801729511784,107540,46075,64233,66941,24510,286551,236222,82.4362853383865,182683,63.7523512393954,80693,28.1600831963595,50329,17.5637146616135,8367.625,12.5,12986.554,19.4,12651.849,18.9
"Lucas County, OH",30,5567,5.38889886833124,345775,217795,217589,24123,127980,11.0864979387745,177619,41777,59179,106520,24816,430966,386841,89.7613732869878,278997,64.7375895082211,162901,37.7990375110798,44125,10.2386267130122,17575.8,16.5,28440.84,26.7,40051.52,37.6
"Luzerne County, PA",21,3168,6.62878787878788,264631,159898,159734,12491,104733,7.81987554309039,128692,45897,60341,81766,25224,312373,285783,91.4877406177871,221145,70.7951711575584,115875,37.0950754386583,26590,8.51225938221293,9648.388,11.8,17579.69,21.5,17661.456,21.6
"Macomb County, MI",56,9413,5.9492191649846,689284,441134,440623,39477,248150,8.95935981553392,336379,54582,68599,222951,27525,848168,769322,90.7039643089577,624107,73.5829458314862,270215,31.8586647928241,78846,9.29603569104234,22295.1,10,36786.915,16.5,40131.18,18
"Madison County, AL",33,4159,7.93459966338062,277343,180077,179022,15269,97266,8.52911932611634,137767,57993,79044,89551,32131,342206,301568,88.1246968200441,254135,74.2637475672548,93425,27.3008071161815,40638,11.8753031799559,8955.1,10,14507.262,16.2,20059.424,22.4
"Madison County, IL",21,3082,6.81375730045425,214640,137394,137210,12180,77246,8.87690401574229,107111,53431,69018,70309,28337,264937,243710,91.9879065589178,190310,71.8321714218852,88521,33.4120941959787,21227,8.01209344108222,6749.664,9.6,11319.749,16.1,14202.418,20.2
"Manatee County, FL",21,3469,6.05361775727875,283666,153738,153618,13202,129928,8.59404496868856,134725,49675,67786,88402,27958,340989,283281,83.0762869183463,208289,61.0837886266126,135821,39.8314901653719,57708,16.9237130816537,9017.004,10.2,17149.988,19.4,17149.988,19.4
"Maricopa County, AZ",292,54736,5.33469745688395,3115673,1977494,1973499,152461,1138179,7.72541561966842,1442518,54229,74347,945115,27832,3988822,3381464,84.773499544477,2516393,63.0861191599926,1253234,31.4186494157924,607358,15.226500455523,119084.49,12.6,186187.655,19.7,173901.16,18.4
"Marion County, FL",22,3584,6.13839285714286,281133,131261,131149,15690,149872,11.9634919061525,132287,39459,51968,86114,21675,328847,273454,83.1553883721001,177923,54.1051005482793,157466,47.8842744498201,55393,16.8446116278999,11367.048,13.2,22906.324,26.6,22734.096,26.4
"Marion County, IN",112,14495,7.72680234563643,718183,486246,485872,49185,231937,10.1230365199065,363558,42168,59189,209677,24330,916471,773875,84.440751534964,542058,59.1462250305793,315749,34.4526995398654,142596,15.559248465036,34806.382,16.6,54935.374,26.2,49274.095,23.5
"Marion County, OR",22,4448,4.94604316546763,249882,154402,154202,16496,95480,10.6976563209297,113996,48432,61647,78914,22490,317324,272968,86.0218577857332,193553,60.9953864189283,120690,38.0336816629061,44356,13.9781422142668,11205.788,14.2,18071.306,22.9,19649.586,24.9
"McHenry County, IL",13,3266,3.98040416411513,238924,171104,170982,13756,67820,8.04529131721468,109491,77222,93222,82365,33735,306094,282293,92.2242840434638,241248,78.8150045410887,69855,22.8214208707129,23801,7.77571595653623,4530.075,5.5,7001.025,8.5,7659.945,9.3
"Mecklenburg County, NC",92,14860,6.19111709286676,769714,552253,551638,49183,217461,8.91581073095037,379786,56854,83907,235877,33169,984628,835466,84.8509284724789,668469,67.8905129653026,242439,24.6223954630581,149162,15.1490715275211,27361.732,11.6,39863.213,16.9,34438.042,14.6
"Merced County, CA",22,4104,5.36062378167641,193076,114918,114820,18650,78158,16.2428148406201,77692,42462,58398,59568,18204,260892,219371,84.0849853579259,125243,48.0056881774834,115711,44.3520690553946,41521,15.9150146420741,13164.528,22.1,18525.648,31.1,17989.536,30.2
"Mercer County, NJ",32,4125,7.75757575757576,298596,196229,196115,18506,102367,9.43630013002575,130546,72804,103873,88299,37680,363188,325435,89.6051080982852,265498,73.1020848706455,99623,27.4301463704748,37753,10.3948919017148,7063.92,8,11302.272,12.8,12273.561,13.9
"Miami-Dade County, FL",156,32438,4.80917442505703,2152396,1339979,1338209,133338,812417,9.9639144558137,842153,43129,67497,572388,23850,2612203,1943021,74.382465681266,1211353,46.3728508083024,836796,32.0341106721032,669182,25.617534318734,96733.572,16.9,134511.18,23.5,110470.884,19.3
"Middlesex County, MA",55,17304,3.17845584835876,1272238,888057,886585,53832,384181,6.07183744367432,585642,85118,114411,376456,44152,1540469,1490008,96.7243092850294,1243021,80.6910752504594,418997,27.1993139751595,50461,3.27569071497057,21081.536,5.6,30492.936,8.1,29363.568,7.8
"Middlesex County, NJ",38,9241,4.11210907910399,667176,435760,435528,32762,231416,7.52236365974174,282058,79593,99135,205038,34674,820703,726338,88.5019306618838,612313,74.6083540574361,188833,23.0086888923277,94365,11.4980693381162,13122.432,6.4,18658.458,9.1,12302.28,6
"Milwaukee County, WI",117,13915,8.40819259791592,745676,491179,490919,45745,254497,9.31823783556962,381715,43873,60361,217388,24984,946726,844706,89.2239148391404,570167,60.2251337768267,364800,38.5327961839011,102020,10.7760851608596,37390.736,17.2,58042.596,26.7,54781.776,25.2
"Mobile County, AL",43,5663,7.59314850785803,325152,190415,189544,18644,134737,9.8362385514709,154188,43809,58783,103554,22953,406218,348431,85.7743871517264,253391,62.3780827043607,142605,35.1055344667149,57787,14.2256128482736,16257.978,15.7,24852.96,24,31376.862,30.3
"Monmouth County, NJ",15,5952,2.52016129032258,505316,333780,333439,26256,171536,7.87430384568092,233105,85242,115006,162126,43469,624974,568273,90.9274625824434,492659,78.8287192747218,151431,24.2299679666674,56701,9.07253741755657,8592.678,5.3,13456.458,8.3,11024.568,6.8
"Monroe County, NY",63,8178,7.70359501100514,606638,392381,392189,30241,214257,7.71082309804711,299764,52553,70955,182181,29424,742169,697148,93.9338614250932,542377,73.0799858253309,256368,34.5430757684571,45021,6.06613857490679,20039.91,11,35343.114,19.4,34250.028,18.8
"Monterey County, CA",40,6420,6.23052959501558,326799,199740,193691,16358,127059,8.44541047338286,125402,58783,81128,90914,24994,410004,333477,81.3350601457547,228076,55.627749973171,144115,35.1496570765163,76527,18.6649398542453,11818.82,13,18000.972,19.8,13364.358,14.7
"Montgomery County, MD",70,13203,5.30182534272514,804704,578584,575171,34838,226120,6.05698131512194,365235,99435,133543,253531,49110,1009178,905656,89.7419483976068,777342,77.0272439549812,231897,22.9788005683834,103522,10.2580516023932,11662.426,4.6,16733.046,6.6,14958.329,5.9
"Montgomery County, OH",52,6659,7.80898032737648,426467,263098,261344,24687,163369,9.44617056446676,222687,43829,60110,133872,25734,525410,470705,89.58813117375,340022,64.7155554709655,198379,37.7569897794104,54705,10.41186882625,19411.44,14.5,33200.256,24.8,37216.416,27.8
"Montgomery County, PA",41,8905,4.60415496911847,654259,447414,447095,28684,206845,6.41563873449714,308626,80675,109215,210938,42275,799584,753496,94.2360027214151,666762,83.3886120782807,194044,24.2681194220995,46088,5.76399727858486,9070.334,4.3,13500.032,6.4,13289.094,6.3
"Montgomery County, TX",35,7338,4.7696920141728,382384,245458,245208,14950,136926,6.09686470261982,173238,68838,95714,128184,34215,499565,416352,83.3429083302473,341705,68.4005084423448,116632,23.346711639126,83213,16.6570916697527,12049.296,9.4,18458.496,14.4,15894.816,12.4
"Morris County, NJ",12,4717,2.5439898240407,400047,276350,276181,17319,123697,6.27088757010801,180093,100214,134252,129519,49552,494204,457336,92.5399227849228,415317,84.0375634353425,97858,19.8011347540692,36868,7.46007721507717,3885.57,3,5569.317,4.3,4274.127,3.3
"Multnomah County, OR",51,9420,5.4140127388535,630013,432755,432574,37937,197258,8.77006015155788,310669,54102,75468,169156,31544,763208,668551,87.5974832548925,511461,67.0146277292691,234048,30.6663452165072,94657,12.4025167451075,20298.72,12,31632.172,18.7,23512.684,13.9
